CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,2,0
,,-,,,,,,,,,1.4361557039592452,1.0944110073238955,1.2020566100997807,,2.672831361954685,,,3.287588543827969,,,2.2996219926232464,2.2413716098291476,,0.207391721622787,,1.8472557208609806,2.0684385396923144,,,4.329324498545032,7.299925722396623,0.008825607076381218,,6.526732467373032,,1.4095152121690313,2.325756658678337,,0.2628322566957055,1.293977406777977,4.085373062026438,,2.6883846777452,5.598378082136174,1.6554021234081102,3.7550278796606693,,3.771126730235992,4.647193777559639,2.3592628660577133,1.3090186039036136,1.1748425034083587,,3.9244404404401436,,2.376518048354468,6.179375748579645,,1.7339842175506925,1.0991398133150616,,0.9533807890783018,,2.548422731534275,0.054571166947253995,2.973731320104538,2.843008412374112,2.449515401680753,1.0063078297972756,2.184041482846088,,,,,3.136617240706957,0.7896754773443977,1.769690541322369,4.013349584263011,3.8017190848367175,,1.3172445247217945,5.622251630311233,,0.9065543408522724,2.961800952905322,3.5461128638554746,3.3785307613288627,5.211296324605069,0.8274817150713695,4.2307698866199255,,5.220932630336414,0.036186075423049885,2.0075448397341167,0.002093243851910843,1.5271955458263735,2.7131699279834334,0.6159593181871031,0.6903990447477281,0.5697994689486153,0.5334050957772252,1.2612646321741454,0.2892198745850993,0.3092666452604699,0.5221957965691869,,2.933447421722383,37.72959045036953,0.009384569697735034,,3.8700976901334165,,1.423391959826364,4.393434405528895,3.9300487287277246,0.3213088384548823,,,,,4.36323644929137,3.3632712878068673,8.465773044920942,1.2943145438681845,6.175437981352726,1.6404123493454683,,0.5074606385273943,3.7986745852743677,1.4138810248111218,,,0.702838161854175,,,1.5315116328825502,2.760411056852099,5.072062653604746,0.34610451312326174,,3.042005013193768,0.3281832331627504,,0.567381658704481,1.6389521729750554,5.7284550461951635,8.00218463150937,,0.6193993274889064,,1.3366825193690164,,,2.043774982027114,,8.538418662461462,1.6111039511168788,3.19994039102542,1.8823260259645804,0.6756001950375555,,0.9290913412566466,,1.983689457142749,,3.6406863373124687,3.788271070181873,2.7297231807914115,2.027800007537948,6.386783317382667,,3.194178858134047,1.0842914027003299,2.886120189227322,,,4.878525549829857,,,,11.85997113407574,2.458693480678446,1.3219234233740327,1.6233362834320952,2.314153023397067,3.8447181387985983,1.1718419956094028,4.2734064864869135,1.301397894384161,1.1620266441133142,2.1359918308776904,,2.618776155854623,,2.954739746715794,4.5941489623392515,,,2.658056691107949,0.5212183617609338,2.532399223862681,,,,4.926850514422508,,0.32471262275855683,1.3603706370263737,2.146924050206842,1.5827830957774198,1.8238863742679088,,,1.4157715376391309,2.203445495444804,0.6157431363108729,3.035405325886825,1.2131033315305186,,,1.1639859586158732,,,,,,,,,,,,
,,-,,,,,,,,,4756.0,1928.0,13919.0,,4145.0,,,44278.0,,,42503.0,10640.0,,258.0,,28832.0,279.0,,,,2316.0,66.0,,3586.0,,644.0,264245.0,,165.0,11127.0,4231.0,,2815.0,6858.0,74405.0,185.0,,1380.0,1926.0,18101.0,537449.0,20525.0,,1433.0,,3182.0,9317.0,,15004.0,929.0,,13561.0,,18185.0,153.0,165.0,4711.0,10577.0,36167.0,2434.0,,,,,991.0,6343.0,118609.0,734.0,356.0,,126852.0,8185.0,,14961.0,90.0,4702.0,3005.0,415.0,1002.0,2954.0,,3246.0,5984.0,17624.0,3682.0,328052.0,79493.0,33931.0,11796.0,10036.0,5992.0,80084.0,1818.0,98764.0,2197.0,,11033.0,193.0,1763.0,,1425.0,,3048.0,611.0,1179.0,3529.0,,,,,6505.0,3303.0,16066.0,,3229.0,336.0,,997.0,1283.0,62591.0,,,1098.0,,,15217.0,5594.0,12606.0,671.0,,6787.0,51401.0,,12548.0,1733.0,2710.0,47649.0,,7214.0,,47295.0,,,2020.0,,5122.0,19973.0,36413.0,44177.0,11808.0,,32948.0,,22327.0,,4314.0,49.0,244.0,202.0,198.0,,,12942.0,3316.0,,,1460.0,,,,482.0,3581.0,23678.0,55755.0,7817.0,10954.0,341.0,968.0,10670.0,8253.0,8827.0,,57807.0,,318.0,1641.0,,,857.0,5681.0,58166.0,,,,12535.0,,2563.0,69451.0,15519.0,513027.0,3220.0,,,13139.0,24353.0,4314.0,2858.0,3925.0,,,17132.0,,,,,,,,,,,,
,,-,,,,,,,,,,1800.8814486077697,2547.48331967421,24304.985213862998,1630.22895281413,,8831.15496699819,4522.21451066859,,,24026.5317998217,27126.9255822335,,22070.0843298252,14844.4044486646,260.78258728366103,12305.3155761552,,26899.8335120817,2162.48031097432,461.730978019039,55598.5119509713,559.119323228744,804.8497528966079,,3281.8613090450704,4191.9739851432205,,28396.317911214,3157.47978321831,281.808020596486,220.960177931301,,1151.23498938946,28095.811325103597,686.128131342105,,393.72648555341004,434.05910861908205,3723.49304838651,441.265094255561,2687.54160471239,696.506765991393,1849.88520147607,,3074.4186854356,1181.13098584268,,3793.87090242925,14859.049608167901,,,585.742005650839,36252.6398836864,,3757.1612798654796,2309.1770254148,2652.13079715721,826.453684698765,1762.93303328061,432.292907025363,,,150.486402472734,2574.1032157894,27438.2649584838,26579.968241345698,6589.19935227453,421.07559086455706,3167.6433215782104,26747.6571854998,366.234690108135,,15417.6569351692,3742.24000028826,1720.9716096119198,286.48798903692,461.86064093914706,731.214862469167,,,1152.9107852311502,16767.4935918045,,41743.1720796768,375.671217184795,732.7597020543479,1579.39607840288,1340.3272111825,20655.7010095798,13141.345969620901,25149.6527282603,,28234.6829651208,2174.11171202083,,545.131704558517,1068.67244760478,,669.234731661,227.48995800038298,5576.37771842251,4686.19039651769,473.999165369868,477.75971792617696,,66804.5359301131,,45039.54120813889,13686.003287844,324.805421800371,192.711267486301,2802.4693155999703,,310.310538624917,8544.428995738699,2537.29696283411,583.426009677895,2753.07536588237,6209.066056334351,1919.25218475307,103309.302526545,876.749329560502,,,1393.63415338299,176.58886041408698,,2938.24911820662,,224.23819830165002,28861.486055045898,,20953.027362311,997.420332224997,322.842966024441,517.694190666173,,43741.6054614357,10104.0677877994,508.563479119784,,,2920.5197033263203,773.342192455363,1396.3195622794901,2383.15377320521,963.9975454192439,,12827.8104648027,,7718.00124914198,1589.36534952173,4322.9020336,5651.547213039667,252.611496260923,6763.34682274224,3411.5273314165,2910.6862600756704,1790.12490895043,28051.752266504798,,12078.145518651201,701.7038520567779,,7494.66018319515,363.686149400307,14616.5347708592,,,,,5181.94207746938,17665.050346121698,668.763202665905,450.214084730211,2919.99350294013,1589.1888567623598,31709.1563995177,47084.7594552222,1201.8296185414301,817.652657180101,1297.3734044252901,,,433.80066157894896,,1893.62498990788,6613.914737289399,1921.9000619093104,4738.529290089699,1782.8607906549698,,,187.505514058744,2734.05025230192,41260.5449279745,28080.0541083188,288.35644963645,31854.476154441,3956.6983835437104,546.417432968489,1709.53352302326,5710.42799390818,278.646610002451,,713.717864143649,640.059186077851,,,,26460.3636693185,,,14094.7263202615,16115.653071223,,,,,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.5632441127436283,1.2041641892778918,1.6682606043402675,,2.772062872236953,,,3.1141010109034712,,,2.110348118804684,2.1356923837471724,,0.18561800021389738,,1.9292152263694577,2.1475104349176775,,,5.358044019905134,5.773287389840034,0.009016760594683053,,6.217584566874354,,0.5990857508836371,2.3449991265647663,,0.22131210094934112,1.3460818851382903,3.4069103934579057,,2.015362872164951,5.251008469603097,2.715208280660909,4.648483418006323,,3.4759092092105925,4.276421265846141,2.4620170726301205,1.4009036948675249,1.3087424651774906,,3.7204369376814332,,2.307578683061186,6.196143340965097,,1.7070164539339407,0.9738878832728592,,0.9849869294493342,,1.9584638105770216,0.06438832916904547,2.650252916974472,2.6952811247653283,2.3267904932757286,0.9376447644972545,2.086526879540586,,,,,3.134834264859828,0.5571918320372584,1.695531879821819,3.770788550412125,3.902057157754346,,1.3565882401604286,5.331898444493043,,0.9748958800981945,3.489028478801316,2.963469093568313,3.530798457827775,5.165373944076846,0.8992343107285689,4.204139925274993,,6.247423597661886,0.05899139144844211,1.8725267492638005,0.003796794020353258,1.4817464813682735,2.6724991822792106,0.6335726659807118,0.6238444149657433,0.6069702835369559,0.6516780464038893,1.3759217084043305,0.27130958060102994,0.3445352751006728,0.5087404122074793,,2.685719979183988,33.73462345848116,0.010089047958146493,,3.8921193055911867,,1.2308039978638863,2.8508920586227933,3.88903223136212,0.31929395184985987,,,,,4.274758466648884,3.1466998131312978,9.38649723743216,1.280475623980816,4.743009072602867,1.73874819416813,,0.48456196949049757,4.064292605592965,1.6170300927642465,,,0.5485662264124974,,,1.0379563148006576,2.7823449061878867,4.932348117582798,0.3135533351472261,,2.957195675738165,0.35625589034600663,,0.6478226794381635,1.8954656830611272,3.7302483251973775,7.879251058709248,,0.7021461468457056,,1.312983744426701,,,2.178961113935786,,7.5772035638734065,1.5491308608533794,3.388635170259114,2.09738577795802,0.851253255987174,,0.9352301927619562,,1.7623813695986832,,3.7289056224001547,3.0960256226976566,2.480287978815068,1.6317579336552877,6.803308930386713,,3.078527419211946,0.9244204717364688,3.7869361649855686,,,5.0251370576578935,,,,11.259794153799952,2.1554235133686097,1.4217540484638347,1.2107175488064272,2.2041653590004047,2.5297900610880952,1.0359494360769346,4.1218631313455365,1.0527069349487201,0.8907026505335242,1.1549348575805225,,2.429916252054092,,2.928704999816823,4.418659005281539,,,2.0438064213816967,1.4109976951095788,2.3638324496292156,,,,4.8081388640240075,,0.2240859110600436,1.3570751945345993,2.304388182504293,1.9206002877199644,1.7733078070333397,,,1.3924637702705627,2.0338489527520913,0.5658278365598123,1.8686176712770983,0.688148347530644,,,1.139855768522997,,,,,,,,,,,,
,,-,,,,,,,,,1.5632441127436283,1.2041641892778918,1.6682606043402675,,2.772062872236953,,,3.1141010109034712,,,2.110348118804684,2.1356923837471724,,0.18561800021389738,,1.9292152263694577,2.1475104349176775,,,5.358044019905134,5.773287389840034,0.009016760594683053,,6.217584566874354,,0.5990857508836371,2.3449991265647663,,0.22131210094934112,1.3460818851382903,3.4069103934579057,,2.015362872164951,5.251008469603097,2.715208280660909,4.648483418006323,,3.4759092092105925,4.276421265846141,2.4620170726301205,1.4009036948675249,1.3087424651774906,,3.7204369376814332,,2.307578683061186,6.196143340965097,,1.7070164539339407,0.9738878832728592,,0.9849869294493342,,1.9584638105770216,0.06438832916904547,2.650252916974472,2.6952811247653283,2.3267904932757286,0.9376447644972545,2.086526879540586,,,,,3.134834264859828,0.5571918320372584,1.695531879821819,3.770788550412125,3.902057157754346,,1.3565882401604286,5.331898444493043,,0.9748958800981945,3.489028478801316,2.963469093568313,3.530798457827775,5.165373944076846,0.8992343107285689,4.204139925274993,,6.247423597661886,0.05899139144844211,1.8725267492638005,0.003796794020353258,1.4817464813682735,2.6724991822792106,0.6335726659807118,0.6238444149657433,0.6069702835369559,0.6516780464038893,1.3759217084043305,0.27130958060102994,0.3445352751006728,0.5087404122074793,,2.685719979183988,33.73462345848116,0.010089047958146493,,3.8921193055911867,,1.2308039978638863,2.8508920586227933,3.88903223136212,0.31929395184985987,,,,,4.274758466648884,3.1466998131312978,9.38649723743216,1.280475623980816,4.743009072602867,1.73874819416813,,0.48456196949049757,4.064292605592965,1.6170300927642465,,,0.5485662264124974,,,1.0379563148006576,2.7823449061878867,4.932348117582798,0.3135533351472261,,2.957195675738165,0.35625589034600663,,0.6478226794381635,1.8954656830611272,3.7302483251973775,7.879251058709248,,0.7021461468457056,,1.312983744426701,,,2.178961113935786,,7.5772035638734065,1.5491308608533794,3.388635170259114,2.09738577795802,0.851253255987174,,0.9352301927619562,,1.7623813695986832,,3.7289056224001547,3.0960256226976566,2.480287978815068,1.6317579336552877,6.803308930386713,,3.078527419211946,0.9244204717364688,3.7869361649855686,,,5.0251370576578935,,,,11.259794153799952,2.1554235133686097,1.4217540484638347,1.2107175488064272,2.2041653590004047,2.5297900610880952,1.0359494360769346,4.1218631313455365,1.0527069349487201,0.8907026505335242,1.1549348575805225,,2.429916252054092,,2.928704999816823,4.418659005281539,,,2.0438064213816967,1.4109976951095788,2.3638324496292156,,,,4.8081388640240075,,0.2240859110600436,1.3570751945345993,2.304388182504293,1.9206002877199644,1.7733078070333397,,,1.3924637702705627,2.0338489527520913,0.5658278365598123,1.8686176712770983,0.688148347530644,,,1.139855768522997,,,,,,,,,,,,
,,-,,,,,,,,,5121.0,1900.0,14165.0,,4140.0,,,41807.0,,,49676.0,10488.0,,254.0,,29194.0,270.0,,,,2231.0,68.0,,3562.0,,655.0,267122.0,,151.0,11307.0,4564.0,,2772.0,7210.0,70913.0,179.0,,1373.0,1777.0,19836.0,524058.0,19928.0,,1418.0,,3060.0,9024.0,,14020.0,955.0,,13829.0,,17312.0,144.0,149.0,4576.0,9843.0,35891.0,2340.0,,,,,970.0,7412.0,115408.0,699.0,353.0,,120154.0,8175.0,,15597.0,86.0,4394.0,2845.0,398.0,821.0,3076.0,,3250.0,5429.0,16085.0,3758.0,324767.0,74090.0,33026.0,12401.0,10159.0,6198.0,76581.0,1978.0,97782.0,2205.0,,11102.0,212.0,1767.0,,1291.0,,2872.0,665.0,1123.0,3464.0,,,,,6503.0,3378.0,15492.0,203.0,3355.0,322.0,,1015.0,1201.0,62224.0,,,1132.0,,,15148.0,5630.0,13318.0,648.0,,6082.0,49089.0,,12775.0,1736.0,2961.0,43473.0,,7534.0,,46252.0,,,2210.0,,4547.0,19218.0,37103.0,43256.0,11486.0,,32381.0,,23264.0,,4238.0,,178.0,164.0,242.0,,75.0,10266.0,2997.0,,,1447.0,,,,487.0,3588.0,27611.0,53069.0,8315.0,12096.0,398.0,1015.0,11544.0,8638.0,8305.0,,52313.0,,311.0,1565.0,,,869.0,5438.0,54283.0,,,,11823.0,,2767.0,74832.0,15681.0,436980.0,3120.0,,419.0,11884.0,25174.0,3947.0,2874.0,4780.0,,,17267.0,,,,,,,,,,,,
,,-,,,,,,,,,,1861.61712345383,2645.35722115083,24068.4539225264,1582.05012432896,,8252.143769997,4708.96915624054,,,23084.746738602902,26298.586676123,,21943.0128370104,14375.3026591068,262.08700347507903,11626.4899710152,,25768.3960674286,2032.5075196852,460.201866601691,53891.1904702682,549.681553450025,800.6542880101069,,2834.30606884862,4275.75755917115,,28894.6115940627,2849.19436665507,273.44604592754797,217.549406468979,,1287.3147421258197,27173.5113447613,653.368926244053,,394.799002150016,388.045315405292,3529.5130528042,402.96992023258497,2635.93180420448,695.88116749976,1868.02729093788,,3040.5496037681,1209.28243736009,,3697.55732659065,13822.2706200553,,,600.231870257198,36322.079120674105,,3431.0488187369,2308.2822065617897,2566.80076105837,803.2073190948951,1752.69714567909,434.492810978115,,,154.68878237827602,2553.6667231883803,26155.477602001698,25520.3179021498,6001.63660567781,422.542260775307,3030.78576181029,25892.464372649,356.292689166527,,14837.5420903863,3570.2155576112395,1694.92222464009,278.173822601289,451.38455680712195,753.377703157732,,,1134.84566459301,15554.816754836002,,42440.1875870737,350.02698000503403,702.1195752362959,1747.0066780198001,1371.0938453563099,19547.6654115077,13095.841520137199,24148.911665859,,26464.092688933397,2294.5284556232896,,531.709971272192,929.70732921869,,601.723627584189,238.93061542192,5360.19842073807,,443.627178825568,481.993822214934,,63905.9636239991,,41827.558740054505,13218.9424097755,323.459764345053,198.35337785662702,2625.22416588595,,309.760654849687,7946.254049890709,2460.90021128363,589.2141386950341,2595.80295574693,6256.56552376033,1913.0439439086604,99001.020864449,857.2679594412821,,,1268.00616166614,162.892943113396,,3047.03538593266,,212.97045943524898,28082.1929852123,,20604.3709794022,1163.4406733894198,310.818611418871,494.238964592668,,44053.719595648,9881.88535754529,487.953298037693,,,3444.93122369206,769.922689027372,1355.16213886808,2689.80704275665,927.243453262726,,11921.6568595308,,6980.0446167677,1574.53216942068,4365.07736960739,5651.547213039667,252.670623764517,6154.84839529825,3099.4796553445003,2555.03040124026,1820.94672524959,27231.004820807404,,11605.389232046798,728.154132721178,,7162.503564283241,402.46842930654,13492.4079917393,,,,,5093.18318647906,16845.7549230147,661.634103194503,463.43408986985804,2730.51367139587,1557.15590942567,31060.3794444281,45926.7857563305,1094.21193453854,741.491739280506,1165.63801610578,,,419.33251262051004,,1935.75001173,6939.19173949009,1963.7160865197898,4717.69889724321,1646.6687838384198,,,179.617932303953,2677.48653659191,45009.8454999663,26566.0327915034,,30849.6045899746,3923.40574902265,512.759298039201,1780.69893184201,5540.97657286532,271.53087394213503,,690.3182356722099,615.534063046153,,,,25380.5094990027,,,13434.870821210401,14726.047612504199,,,,,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.5514163269814867,1.1592075221034037,1.6338465577375965,,2.576463463565127,,,3.863733815030773,,,2.6492563745723974,1.9990158494888977,,0.18902414466332085,,2.0729057206047776,2.6572521046958144,,,5.369363724236664,6.6934125822310415,0.009129275439024196,,6.799297578313661,,0.5843716824494808,2.1429724604644638,,0.24612042630750067,1.532452637771,4.091242297780382,,2.3945912101674067,5.926390995899257,2.7852508697063514,2.828235805534163,,4.081450740114978,4.57216538211199,2.5140405390475156,1.4776888432603894,1.2478533948436055,,3.6234647067677175,,2.1374825042411056,6.2824920494839995,,1.623890484010835,0.7966942615325595,,0.9585913111354502,,2.148753193092739,0.06865001403459975,2.6159524856506025,2.683379417538792,2.0315444439597674,0.9565401096808203,2.636585942919632,,,,,4.137611846160184,0.9223581311995234,1.5937233403111326,3.700492144382046,3.334704401090444,,1.3003472583217957,5.337478779713478,,0.9847936086450723,3.427449948034694,3.133374595107008,3.6236833124969534,5.313078303166727,0.9518928346783152,4.270674668092061,,7.07664049337136,0.0723029030219756,1.9035942020186691,0.003976607705667748,1.520623033589663,2.8426914829694487,0.5554733974945404,0.8327397158693415,0.5284990700683869,0.5487892239518615,1.4256800869918804,0.2810347985567903,0.378156001157032,0.48932871341236056,,3.082007437050784,34.32075737062276,0.009767080905766636,,3.957376995945703,,1.0505333740093306,2.706107895497741,4.027036836559156,0.3551276221308225,,,,,4.1218308118605,3.587538513130746,11.328101002956693,1.3755920345035657,5.284461156259384,1.6920655667844486,,0.405725876098677,4.617817859500012,1.7167581209278333,,,0.7548425996400894,,,1.5349002549012647,3.085931309569585,4.911619639642949,0.335784401337982,,2.7781071716598964,0.39813125946772937,,0.7066166497822073,1.7109746197973148,5.170462494595971,7.648951483134491,,0.6234864649925234,,1.4314682572180637,,,2.0921178607726105,,6.619268682538893,1.5465109014428366,4.044741116057195,2.06410515472672,0.7948370243731385,,1.000044690488369,,2.0685918068495583,,3.850529383695931,3.113632659220473,2.730305640618265,2.083083548885149,7.689915281631183,,3.307431878018957,0.7041656826812812,3.358184356936604,,,5.2404173931175615,,,,15.420119413882384,2.3179891196881695,1.3273690507467084,1.0801140395024231,2.83995349535386,3.233349057220875,1.228481092001165,4.599931330367542,1.1695455213526509,0.9592235604864663,1.5626211018639395,,2.543787724094577,,2.9705549526100494,4.431257305230411,,,2.0910124240437438,0.8147858367344085,2.696158427907391,,,,5.075524333023705,,0.24431055770338816,1.468971040129873,2.312008461911681,2.2440168038264896,1.6407391710869108,,,1.591973559623991,2.1318852596964586,0.5582968400910082,2.2724027895367755,1.315485447734259,,,1.1585400335592393,,,,,,,,,,,,
,,-,,,,,,,,,1.5514163269814867,1.1592075221034037,1.6338465577375965,,2.576463463565127,,,3.863733815030773,,,2.6492563745723974,1.9990158494888977,,0.18902414466332085,,2.0729057206047776,2.6572521046958144,,,5.369363724236664,6.6934125822310415,0.009129275439024196,,6.799297578313661,,0.5843716824494808,2.1429724604644638,,0.24612042630750067,1.532452637771,4.091242297780382,,2.3945912101674067,5.926390995899257,2.7852508697063514,2.828235805534163,,4.081450740114978,4.57216538211199,2.5140405390475156,1.4776888432603894,1.2478533948436055,,3.6234647067677175,,2.1374825042411056,6.2824920494839995,,1.623890484010835,0.7966942615325595,,0.9585913111354502,,2.148753193092739,0.06865001403459975,2.6159524856506025,2.683379417538792,2.0315444439597674,0.9565401096808203,2.636585942919632,,,,,4.137611846160184,0.9223581311995234,1.5937233403111326,3.700492144382046,3.334704401090444,,1.3003472583217957,5.337478779713478,,0.9847936086450723,3.427449948034694,3.133374595107008,3.6236833124969534,5.313078303166727,0.9518928346783152,4.270674668092061,,7.07664049337136,0.0723029030219756,1.9035942020186691,0.003976607705667748,1.520623033589663,2.8426914829694487,0.5554733974945404,0.8327397158693415,0.5284990700683869,0.5487892239518615,1.4256800869918804,0.2810347985567903,0.378156001157032,0.48932871341236056,,3.082007437050784,34.32075737062276,0.009767080905766636,,3.957376995945703,,1.0505333740093306,2.706107895497741,4.027036836559156,0.3551276221308225,,,,,4.1218308118605,3.587538513130746,11.328101002956693,1.3755920345035657,5.284461156259384,1.6920655667844486,,0.405725876098677,4.617817859500012,1.7167581209278333,,,0.7548425996400894,,,1.5349002549012647,3.085931309569585,4.911619639642949,0.335784401337982,,2.7781071716598964,0.39813125946772937,,0.7066166497822073,1.7109746197973148,5.170462494595971,7.648951483134491,,0.6234864649925234,,1.4314682572180637,,,2.0921178607726105,,6.619268682538893,1.5465109014428366,4.044741116057195,2.06410515472672,0.7948370243731385,,1.000044690488369,,2.0685918068495583,,3.850529383695931,3.113632659220473,2.730305640618265,2.083083548885149,7.689915281631183,,3.307431878018957,0.7041656826812812,3.358184356936604,,,5.2404173931175615,,,,15.420119413882384,2.3179891196881695,1.3273690507467084,1.0801140395024231,2.83995349535386,3.233349057220875,1.228481092001165,4.599931330367542,1.1695455213526509,0.9592235604864663,1.5626211018639395,,2.543787724094577,,2.9705549526100494,4.431257305230411,,,2.0910124240437438,0.8147858367344085,2.696158427907391,,,,5.075524333023705,,0.24431055770338816,1.468971040129873,2.312008461911681,2.2440168038264896,1.6407391710869108,,,1.591973559623991,2.1318852596964586,0.5582968400910082,2.2724027895367755,1.315485447734259,,,1.1585400335592393,,,,,,,,,,,,
